sample_id,I1_factor,I2_factor,I3_factor,pattern,n_damaged_members,severity,Fh_total,q_beam,maxUx,maxUy,maxUmag,maxMoment,M_colL_bottom,M_colL_top,M_beam_left,M_beam_right,M_colR_bottom,M_colR_top
3218,0.95,1,0.92,left_plus_right,2,slight,10000,-15000,0.000682912895830325,4.4840737402621e-05,0.000683996859081126,409038.245572924,14211.5970797673,19754.92726113,-19754.92726113,5471.60894933566,1505.08460843848,-5471.60894933568
3219,0.95,1,0.92,left_plus_right,2,slight,10000,-20000,0.000680307286512835,5.87367031462569e-05,0.000682320366610968,538267.842234653,16278.8845517702,23952.6780764975,-23952.6780764975,9637.51391834153,-594.048709926061,-9637.51391834153
3220,0.95,1,0.92,left_plus_right,2,slight,15000,-10000,0.00103088336703921,3.25211917448416e-05,0.00103114067825601,290483.376705063,16149.1769396438,19138.0138532761,-19138.0138532761,-2207.34899851113,7505.46020856907,2207.34899851112
3221,0.95,1,0.92,left_plus_right,2,slight,15000,-15000,0.00102827775772172,4.64171574884775e-05,0.00102894020772065,419712.973366793,18216.4644116467,23335.7646686436,-23335.7646686436,1958.55597049472,5406.32689020453,-1958.55597049473
3222,0.95,1,0.92,left_plus_right,2,slight,15000,-20000,0.00102567214840423,6.03131232321135e-05,0.0010269293021356,548942.570028522,20283.7518836495,27533.5154840112,-27533.5154840112,6124.46093950058,3307.19357183999,-6124.46093950059
3223,0.95,1,0.92,left_plus_right,2,slight,20000,-10000,0.00137624822893061,3.40976118306982e-05,0.00137641550085123,301158.104498932,20154.0442715232,22718.8512607898,-22718.8512607898,-5720.40197735207,11406.7024903351,5720.40197735207
3224,0.95,1,0.92,left_plus_right,2,slight,20000,-15000,0.00137364261961312,4.79935775743341e-05,0.00137409713803454,430387.701160661,22221.331743526,26916.6020761573,-26916.6020761573,-1554.49700834622,9307.56917197058,1554.49700834621
3225,0.95,1,0.92,left_plus_right,2,slight,20000,-20000,0.00137103701029563,6.188954331797e-05,0.00137192027696087,559617.29782239,24288.6192155289,31114.3528915248,-31114.3528915248,2611.40796065964,7208.43585360604,-2611.40796065964
3226,0.95,1,0.92,left_plus_right,2,slight,25000,-10000,0.00172161309082201,3.56740319165548e-05,0.00172172788485054,311832.8322928,24158.9116034025,26299.6886683034,-26299.6886683034,-9233.45495619302,15307.9447721012,9233.45495619301
3227,0.95,1,0.92,left_plus_right,2,slight,25000,-15000,0.00171900748150452,4.95699976601907e-05,0.00171933902541188,441062.428954529,26226.1990754054,30497.439483671,-30497.439483671,-5067.54998718715,13208.8114537366,5067.54998718716
3228,0.95,1,0.92,left_plus_right,2,slight,25000,-20000,0.00171640187218703,6.34659634038266e-05,0.00171706302940433,570292.025616258,28293.4865474083,34695.1902990385,-34695.1902990385,-901.645018181312,11109.6781353721,901.645018181305
3229,0.95,1,0.91,left_plus_right,2,slight,10000,-10000,0.000686187451650742,3.09503885504446e-05,0.000686628453420253,279842.359754731,12152.7765015995,15565.6112777301,-15565.6112777301,1288.8628007295,3570.47502139993,-1288.8628007295
3230,0.95,1,0.91,left_plus_right,2,slight,10000,-15000,0.000682282966351984,4.48487368029249e-05,0.000683367478260541,409074.281669624,14207.5864876709,19754.9660564623,-19754.9660564623,5435.65044330016,1473.09789916699,-5435.65044330015
3231,0.95,1,0.91,left_plus_right,2,slight,10000,-20000,0.000678378481053226,5.87470850554053e-05,0.000680396468818618,538306.203584518,16262.3964737423,23944.3208351945,-23944.3208351945,9582.43808587081,-624.279223065956,-9582.4380858708
3232,0.95,1,0.91,left_plus_right,2,slight,15000,-10000,0.00103318566277487,3.25272345731865e-05,0.00103344226608496,290531.617717202,16174.3547663279,19159.062137863,-19159.062137863,-2213.49344147639,7453.08965433283,2213.49344147639
3233,0.95,1,0.91,left_plus_right,2,slight,15000,-15000,0.00102928117747611,4.64255828256669e-05,0.00102994268013038,419763.539632096,18229.1647523993,23348.4169165952,-23348.4169165952,1933.29420109426,5355.71253209989,-1933.29420109426
3234,0.95,1,0.91,left_plus_right,2,slight,15000,-20000,0.00102537669217735,6.03239310781472e-05,0.00102663367298968,548995.46154699,20283.9747384707,27537.7716953274,-27537.7716953274,6080.08184366491,3258.33540986695,-6080.0818436649
3235,0.95,1,0.91,left_plus_right,2,slight,20000,-10000,0.001380183873899,3.41040805959285e-05,0.00138035056835167,301220.875679674,20195.9330310563,22752.5129979959,-22752.5129979959,-5715.84968368227,11335.7042872657,5715.84968368228
3236,0.95,1,0.91,left_plus_right,2,slight,20000,-15000,0.00137627938860024,4.80024288484088e-05,0.00137673280933432,430452.797594568,22250.7430171277,26941.867776728,-26941.867776728,-1569.06204111163,9238.32716503279,1569.06204111164
3237,0.95,1,0.91,left_plus_right,2,slight,20000,-20000,0.00137237490330148,6.19007771008892e-05,0.00137325690684051,559684.719509461,24305.5530031991,31131.2225554602,-31131.2225554603,2577.72560145901,7140.95004279985,-2577.72560145901
3238,0.95,1,0.91,left_plus_right,2,slight,25000,-10000,0.00172718208502313,3.56809266186704e-05,0.00172729642959748,311910.133642146,24217.5112957846,26345.9638581287,-26345.9638581287,-9218.20592588817,15218.3189201986,9218.20592588817
3239,0.95,1,0.91,left_plus_right,2,slight,25000,-15000,0.00172327759972437,4.95792748711508e-05,0.00172360814055122,441142.055557039,26272.321281856,30535.3186368609,-30535.3186368609,-5071.41828331751,13120.9417979657,5071.41828331753
3240,0.95,1,0.91,left_plus_right,2,slight,25000,-20000,0.00171937311442561,6.34776231236311e-05,0.00172003280660209,570373.977471933,28327.1312679274,34724.6734155931,-34724.6734155931,-924.630640746873,11023.5646757328,924.630640746887
3241,0.94,1,0.95,left_plus_right,2,slight,10000,-10000,0.00068911408872803,3.09241676306683e-05,0.000689554154910671,279633.540613597,12080.3175368149,15474.7862755894,-15474.7862755894,1316.03193758193,3760.92812517753,-1316.03193758193
3242,0.94,1,0.95,left_plus_right,2,slight,10000,-15000,0.000691517640499425,4.48107091419041e-05,0.000692589806232005,408826.522750294,14182.5222283077,19678.3316117259,-19678.3316117259,5530.14047315749,1669.28663312382,-5530.14047315749
3243,0.94,1,0.95,left_plus_right,2,slight,10000,-20000,0.000693921192270821,5.86972506531399e-05,0.000695897861651166,538019.504886992,16284.7269198005,23881.8769478623,-23881.8769478624,9744.24900873305,-422.354858929886,-9744.24900873305
3244,0.94,1,0.95,left_plus_right,2,slight,15000,-10000,0.00103126758132065,3.24997099347667e-05,0.00103152527661722,290257.328783698,16018.2716137296,19008.6340772477,-19008.6340772477,-2240.06062920268,7733.03367982,2240.06062920267
3245,0.94,1,0.95,left_plus_right,2,slight,15000,-15000,0.00103367113309204,4.63862514460025e-05,0.00103433123236601,419450.310920395,18120.4763052224,23212.1794133841,-23212.1794133841,1974.04790637289,5641.39218776629,-1974.04790637289
3246,0.94,1,0.95,left_plus_right,2,slight,15000,-20000,0.00103607468486344,6.02727929572383e-05,0.00103732120734495,548643.293057093,20222.6809967152,27415.7247495206,-27415.7247495206,6188.15644194846,3549.75069571258,-6188.15644194846
3247,0.94,1,0.95,left_plus_right,2,slight,20000,-10000,0.00137342107391327,3.40752522388652e-05,0.00137358903959651,300881.116953799,19956.2256906442,22542.4818789059,-22542.4818789059,-5796.15319598727,11705.1392344625,5796.15319598727
3248,0.94,1,0.95,left_plus_right,2,slight,20000,-15000,0.00137582462568466,4.79617937501009e-05,0.00137627923999922,430074.099090496,22058.430382137,26746.0272150424,-26746.0272150424,-1582.0446604117,9613.49774240876,1582.04466041171
3249,0.94,1,0.95,left_plus_right,2,slight,20000,-20000,0.00137822817745606,6.18483352613367e-05,0.00137910830982134,559267.081227194,24160.6350736298,30949.5725511788,-30949.5725511788,2632.06387516385,7521.85625035506,-2632.06387516385
3250,0.94,1,0.95,left_plus_right,2,slight,25000,-10000,0.00171557456650589,3.56507945429636e-05,0.0017156900339959,311504.9051239,23894.1797675589,26076.3296805642,-26076.3296805642,-9352.24576277187,15677.2447891049,9352.24576277187
3251,0.94,1,0.95,left_plus_right,2,slight,25000,-15000,0.00171797811827728,4.95373360541993e-05,0.00171831050288114,440697.887260598,25996.3844590517,30279.8750167006,-30279.8750167006,-5138.1372271963,13585.6032970512,5138.13722719631
3252,0.94,1,0.95,left_plus_right,2,slight,25000,-20000,0.00172038167004868,6.34238775654351e-05,0.00172104246399754,569890.869397295,28098.5891505445,34483.4203528371,-34483.4203528371,-924.028691620748,11493.9618049975,924.028691620744
3253,0.94,1,0.94,left_plus_right,2,slight,10000,-10000,0.000689796063807429,3.09297825789115e-05,0.000690235494841376,279667.286905882,12088.8442178794,15483.2653007803,-15483.2653007803,1299.24369567862,3727.13417701883,-1299.24369567862
3254,0.94,1,0.94,left_plus_right,2,slight,10000,-15000,0.000690960148022119,4.48186714678004e-05,0.000692032734293231,408862.914154997,14179.2717280946,19678.892549895,-19678.892549895,5494.87094479334,1636.70666680368,-5494.87094479334
3255,0.94,1,0.94,left_plus_right,2,slight,10000,-20000,0.00069212423223681,5.87075603566893e-05,0.000694105240565914,538058.541404111,16269.6992383097,23874.5197990097,-23874.5197990097,9690.49819390807,-453.720843411475,-9690.49819390807
3256,0.94,1,0.94,left_plus_right,2,slight,15000,-10000,0.00103353001149645,3.25057849794783e-05,0.00103378700736054,290305.303109708,16042.838816604,19029.2707020557,-19029.2707020557,-2246.76170559681,7681.12877574339,2246.7617055968
3257,0.94,1,0.94,left_plus_right,2,slight,15000,-15000,0.00103469409571114,4.63946738683672e-05,0.00103535324226206,419500.930358823,18133.2663268191,23224.8979511704,-23224.8979511704,1948.86554351792,5590.70126552824,-1948.86554351792
3258,0.94,1,0.94,left_plus_right,2,slight,15000,-20000,0.00103585817992583,6.02835627572561e-05,0.00103710443475617,548696.557607938,20223.6938370343,27420.5252002852,-27420.5252002851,6144.49279263266,3500.27375531308,-6144.49279263265
3259,0.94,1,0.94,left_plus_right,2,slight,20000,-10000,0.00137726395918548,3.40817873800452e-05,0.00137743135436613,300943.319313534,19996.8334153286,22575.2761033311,-22575.2761033311,-5792.76710687222,11635.123374468,5792.76710687222
3260,0.94,1,0.94,left_plus_right,2,slight,20000,-15000,0.00137842804340017,4.79706762689341e-05,0.00137888157154509,430138.946562649,22087.2609255437,26770.9033524459,-26770.9033524459,-1597.1398577575,9544.6958642528,1597.13985775749
3261,0.94,1,0.94,left_plus_right,2,slight,20000,-20000,0.00137959212761486,6.1859565157823e-05,0.00138047098968275,559334.573811764,24177.6884357589,30966.5306015606,-30966.5306015606,2598.48739135723,7454.26835403765,-2598.48739135723
3262,0.94,1,0.94,left_plus_right,2,slight,25000,-10000,0.0017209979068745,3.5657789780612e-05,0.00172111292963281,311581.335517361,23950.8280140531,26121.2815046065,-26121.2815046065,-9338.77250814764,15589.1179731925,9338.77250814764
3263,0.94,1,0.94,left_plus_right,2,slight,25000,-15000,0.00172216199108919,4.95466786695009e-05,0.00172249338506296,440776.962766475,26041.2555242683,30316.9087537213,-30316.9087537213,-5143.14525903292,13498.6904629774,5143.14525903291
3264,0.94,1,0.94,left_plus_right,2,slight,25000,-20000,0.00172332607530388,6.34355675583898e-05,0.00172398541736156,569972.59001559,28131.6830344834,34512.536002836,-34512.536002836,-947.518009918196,11408.2629527622,947.518009918189
3265,0.94,1,0.93,left_plus_right,2,slight,10000,-10000,0.000690481930993571,3.09354039142266e-05,0.000690920725478294,279701.095015917,12097.411958107,15491.7774018977,-15491.7774018977,1282.45978787794,3693.27042787317,-1282.45978787794
3266,0.94,1,0.93,left_plus_right,2,slight,10000,-15000,0.000690387128351106,4.48266515901908e-05,0.000691460159034311,408899.279521909,14175.8702510129,19679.3473660505,-19679.3473660505,5459.41521019171,1604.19759312822,-5459.41521019169
3267,0.94,1,0.93,left_plus_right,2,slight,10000,-20000,0.000690292325708642,5.87178992661551e-05,0.000692277793649107,538097.464027901,16254.3285439188,23866.9173302033,-23866.9173302033,9636.37063250546,-484.875241616728,-9636.37063250545
3268,0.94,1,0.93,left_plus_right,2,slight,15000,-10000,0.00103581769913282,3.25118581953757e-05,0.00103607399244689,290353.458017884,16067.6596442547,19050.0961386937,-19050.0961386937,-2253.26574049684,7628.9784765547,2253.26574049685
3269,0.94,1,0.93,left_plus_right,2,slight,15000,-15000,0.00103572289649036,4.64031058713399e-05,0.00103638108821744,419551.642523876,18146.1179371605,23237.6661028465,-23237.6661028465,1923.68968181691,5539.90564180976,-1923.68968181691
3270,0.94,1,0.93,left_plus_right,2,slight,15000,-20000,0.00103562809384789,6.02943535473042e-05,0.0010368740963185,548749.827029868,20224.5762300664,27425.2360669993,-27425.2360669993,6100.64510413068,3450.83280706481,-6100.64510413066
3271,0.94,1,0.93,left_plus_right,2,slight,20000,-10000,0.00138115346727207,3.40883124765247e-05,0.00138132028968052,301005.821019851,20037.9073304023,22608.4148754897,-22608.4148754897,-5788.99126887164,11564.6865252362,5788.99126887164
3272,0.94,1,0.93,left_plus_right,2,slight,20000,-15000,0.00138105866462961,4.7979560152489e-05,0.00138151110181085,430204.005525843,22116.3656233082,26795.9848396425,-26795.9848396425,-1612.03584655789,9475.61369049129,1612.03584655788
3273,0.94,1,0.93,left_plus_right,2,slight,20000,-20000,0.00138096386198714,6.18708078284532e-05,0.00138184145095659,559402.190031835,24194.8239162141,30983.5548037953,-30983.5548037953,2564.91957575588,7386.54085574635,-2564.91957575587
3274,0.94,1,0.93,left_plus_right,2,slight,25000,-10000,0.00172648923541132,3.56647667576738e-05,0.00172660381195866,311658.184021818,24008.1550165499,26166.7336122857,-26166.7336122857,-9324.71679724642,15500.3945739178,9324.71679724642
3275,0.94,1,0.93,left_plus_right,2,slight,25000,-15000,0.00172639443276886,4.9556014433638e-05,0.00172672483180365,440856.36852781,26086.6133094558,30354.3035764385,-30354.3035764385,-5147.76137493266,13411.3217391728,5147.76137493266
3276,0.94,1,0.93,left_plus_right,2,slight,25000,-20000,0.00172629963012639,6.34472621096023e-05,0.00172695751409123,570054.553033802,28165.0716023617,34541.8735405913,-34541.8735405913,-970.80595261891,11322.2489044279,970.805952618906
3277,0.94,1,0.92,left_plus_right,2,slight,10000,-10000,0.000691171761961014,3.09410316204959e-05,0.000691609918466213,279734.965400453,12106.021473985,15500.3231082211,-15500.3231082211,1265.68081598934,3659.33623378322,-1265.68081598935
3278,0.94,1,0.92,left_plus_right,2,slight,10000,-15000,0.00068979823119866,4.48346496927078e-05,0.000690871730791513,408935.617153274,14172.3143265227,19679.6935360886,-19679.6935360886,5423.76991890332,1571.76205629202,-5423.76991890332
3279,0.94,1,0.92,left_plus_right,2,slight,10000,-20000,0.000688424700436306,5.87282677649197e-05,0.000690414752484222,538136.268906095,16238.6071790603,23859.0639639561,-23859.0639639561,9581.85902181729,-515.812121199187,-9581.85902181729
3280,0.94,1,0.92,left_plus_right,2,slight,15000,-10000,0.00103813117370387,3.2517929358532e-05,0.00103838676129686,290401.796347858,16092.7393584398,19071.1142344641,-19071.1142344641,-2259.56787892995,7576.57852816604,2259.56787892995
3281,0.94,1,0.92,left_plus_right,2,slight,15000,-15000,0.00103675764294152,4.64115474307439e-05,0.00103741487769932,419602.448100679,18159.0322109775,23250.4846623316,-23250.4846623316,1898.52122398401,5489.00435067483,-1898.52122398402
3282,0.94,1,0.92,left_plus_right,2,slight,15000,-20000,0.00103538411217917,6.03051655029558e-05,0.00103662987795171,548803.0998535,20225.3250635151,27429.8550901991,-27429.8550901991,6056.61032689799,3401.43017318363,-6056.61032689799
3283,0.94,1,0.92,left_plus_right,2,slight,20000,-10000,0.00138509058544674,3.40948270965681e-05,0.00138525683277837,301068.627295263,20079.4572428946,22641.9053607071,-22641.9053607071,-5784.81657384926,11493.8208225489,5784.81657384926
3284,0.94,1,0.92,left_plus_right,2,slight,20000,-15000,0.00138371705468438,4.798844516878e-05,0.00138416839602116,430269.279048085,22145.7500954323,26821.2757885746,-26821.2757885746,-1626.72747093528,9406.24664505765,1626.72747093528
3285,0.94,1,0.92,left_plus_right,2,slight,20000,-20000,0.00138234352392203,6.18820632409919e-05,0.00138321983693243,559469.930800906,24212.04294797,31000.6462164421,-31000.6462164422,2531.36163197869,7318.67246756644,-2531.36163197869
3286,0.94,1,0.92,left_plus_right,2,slight,25000,-10000,0.0017320499971896,3.56717248346042e-05,0.00173216412602519,311735.458242669,24066.1751273495,26212.6964869501,-26212.6964869501,-9310.06526876857,15411.0631169317,9310.06526876856
3287,0.94,1,0.92,left_plus_right,2,slight,25000,-15000,0.00173067646642724,4.95653429068161e-05,0.0017310058661433,440936.10999549,26132.4679798871,30392.0669148177,-30392.0669148177,-5151.97616585459,13323.4889394405,5151.97616585458
3288,0.94,1,0.92,left_plus_right,2,slight,25000,-20000,0.00172930293566489,6.3458960979028e-05,0.00172995935521948,570136.761748311,28198.7608324248,34571.4373426852,-34571.4373426852,-993.887062940616,11235.9147619493,993.887062940605
3289,0.94,1,0.91,left_plus_right,2,slight,10000,-10000,0.000691865630423961,3.09466656807076e-05,0.000692303147488741,279768.898527016,12114.6735022606,15508.9029638318,-15508.9029638318,1248.9074006478,3625.33093455528,-1248.9074006478
3290,0.94,1,0.91,left_plus_right,2,slight,10000,-15000,0.000689193096099357,4.48426659637401e-05,0.000690267089745393,408971.925299052,14168.6003830747,19679.9284622215,-19679.9284622215,5387.93162539106,1539.40278009478,-5387.93162539105
3291,0.94,1,0.91,left_plus_right,2,slight,10000,-20000,0.000686520561774753,5.87386662467726e-05,0.000688515326423886,538174.952071088,16222.5272638888,23850.9539606112,-23850.9539606112,9526.95585013431,-546.525374365732,-9526.9558501343
3292,0.94,1,0.91,left_plus_right,2,slight,15000,-10000,0.00104047097996055,3.25239982380288e-05,0.00104072585860664,290450.321018488,16118.0833725768,19092.3289473581,-19092.3289473581,-2265.66312377154,7523.92455629343,2265.66312377155
3293,0.94,1,0.91,left_plus_right,2,slight,15000,-15000,0.00103779844563594,4.64199985210613e-05,0.00103845472123311,419653.347790524,18172.0102533909,23263.3544457477,-23263.3544457477,1873.36110097171,5437.99640183292,-1873.3611009717
3294,0.94,1,0.91,left_plus_right,2,slight,15000,-20000,0.00103512591131134,6.03159988040939e-05,0.00103637145642979,548856.37456256,20225.937134205,27434.3799441374,-27434.3799441374,6012.38532571497,3352.06824737241,-6012.38532571495
3295,0.94,1,0.91,left_plus_right,2,slight,20000,-10000,0.00138907632949713,3.410133079535e-05,0.00138924199941165,301131.743509959,20121.4932428931,22675.7549308843,-22675.7549308843,-5780.23364819089,11422.5181780316,5780.23364819091
3296,0.94,1,0.91,left_plus_right,2,slight,20000,-15000,0.00138640379517253,4.79973310783826e-05,0.00138685403569523,430334.770281996,22175.4201237072,26846.780429274,-26846.780429274,-1641.20942344765,9336.59002357107,1641.20942344765
3297,0.94,1,0.91,left_plus_right,2,slight,20000,-20000,0.00138373126084792,6.18933313614151e-05,0.00138460629497748,559537.797054032,24229.3470045213,31017.8059276636,-31017.8059276636,2497.81480129561,7250.66186911057,-2497.8148012956
3298,0.94,1,0.91,left_plus_right,2,slight,25000,-10000,0.00173768167903372,3.56786633526713e-05,0.00173779535863492,311813.166001431,24124.9031132093,26259.1809144106,-26259.1809144106,-9294.80417261025,15321.1117997697,9294.80417261026
3299,0.94,1,0.91,left_plus_right,2,slight,25000,-15000,0.00173500914470911,4.95746636357038e-05,0.00173533754065427,441016.192773467,26178.8299940234,30430.2064128002,-30430.2064128002,-5155.77994786699,13235.1836453092,5155.779947867
3300,0.94,1,0.91,left_plus_right,2,slight,25000,-20000,0.00173233661038451,6.34706639187364e-05,0.00173299155909288,570219.219545504,28232.7568748375,34601.2319111899,-34601.2319111899,-1016.75572312375,11149.2554908487,1016.75572312376
3301,0.93,1,0.95,left_plus_right,2,slight,10000,-10000,0.000694775019699738,3.09203361366151e-05,0.000695211638304905,279558.255719408,12040.857816344,15416.7431046404,-15416.7431046404,1275.23048987262,3817.62956888826,-1275.23048987261
3302,0.93,1,0.95,left_plus_right,2,slight,10000,-15000,0.000698429960990647,4.48045187635521e-05,0.000699491872691562,408721.900381116,14141.5991937369,19601.565945132,-19601.565945132,5481.23150914758,1738.06637027872,-5481.2315091476
3303,0.93,1,0.95,left_plus_right,2,slight,10000,-20000,0.000702084902281556,5.86887013904891e-05,0.000704039288003602,537885.545042825,16242.3405711298,23786.3887856236,-23786.3887856236,9687.23252842257,-341.496828330812,-9687.23252842258
3304,0.93,1,0.95,left_plus_right,2,slight,15000,-10000,0.0010385075882587,3.24963215779856e-05,0.00103876356267561,290173.738917404,15960.5453471231,18940.291816469,-18940.291816469,-2293.15528446606,7806.00755194193,2293.15528446607
3305,0.93,1,0.95,left_plus_right,2,slight,15000,-15000,0.00104216252954961,4.63805042049226e-05,0.00104281745745736,419337.383579112,18061.286724516,23125.1146569606,-23125.1146569606,1912.84573480891,5726.44435333239,-1912.84573480892
3306,0.93,1,0.95,left_plus_right,2,slight,15000,-20000,0.00104581747084052,6.02646868318596e-05,0.00104705278815217,548501.028240821,20162.0281019089,27309.9374974522,-27309.9374974522,6118.8467540839,3646.88115472285,-6118.8467540839
3307,0.93,1,0.95,left_plus_right,2,slight,20000,-10000,0.00138224015681766,3.40723070193561e-05,0.0013824070967291,300789.2221154,19880.2328779022,22463.8405282976,-22463.8405282976,-5861.54105880474,11794.3855349956,5861.54105880475
3308,0.93,1,0.95,left_plus_right,2,slight,20000,-15000,0.00138589509810857,4.79564896462931e-05,0.00138634654543177,429952.866777108,21980.9742552951,26648.6633687892,-26648.6633687892,-1655.54003952975,9714.82233638605,1655.54003952976
3309,0.93,1,0.95,left_plus_right,2,slight,20000,-20000,0.00138955003939948,6.18406722732301e-05,0.00139042327660981,559116.511438816,24081.715632688,30833.4862092808,-30833.4862092808,2550.46097974524,7635.25913777652,-2550.46097974522
3310,0.93,1,0.95,left_plus_right,2,slight,25000,-10000,0.00172597272537662,3.56482924607266e-05,0.00172608752613183,311404.705313396,23799.9204086813,25987.3892401262,-25987.3892401262,-9429.92683314341,15782.7635180493,9429.92683314342
3311,0.93,1,0.95,left_plus_right,2,slight,25000,-15000,0.00172962766666753,4.95324750876636e-05,0.00172995790796189,440568.349975104,25900.6617860742,30172.2120806178,-30172.2120806178,-5223.92581386843,13703.2003194397,5223.92581386843
3312,0.93,1,0.95,left_plus_right,2,slight,25000,-20000,0.00173328260795843,6.34166577146006e-05,0.00173393868401855,569731.994636812,28001.4031634671,34357.0349211094,-34357.0349211094,-1017.92479459344,11623.6371208302,1017.92479459346
3313,0.93,1,0.94,left_plus_right,2,slight,10000,-10000,0.000695481483662778,3.09259687659252e-05,0.000695917459662571,279592.221348041,12049.561766853,15425.3619013771,-15425.3619013771,1258.50245471358,3783.57878648353,-1258.50245471358
3314,0.93,1,0.94,left_plus_right,2,slight,10000,-15000,0.00069789703751156,4.48124988677388e-05,0.000698959319027465,408758.562228515,14138.634601598,19602.3173236909,-19602.3173236909,5446.07241886641,1705.12049357765,-5446.0724188664
3315,0.93,1,0.94,left_plus_right,2,slight,10000,-20000,0.000700312591360343,5.86990289695523e-05,0.000702271138501542,537924.90310899,16227.7074363429,23779.2727460046,-23779.2727460046,9633.64238301923,-373.337799328239,-9633.64238301923
3316,0.93,1,0.94,left_plus_right,2,slight,15000,-10000,0.00104080667164538,3.25024230470743e-05,0.00104106194564012,290221.991141586,15985.2698155346,18961.0874297519,-18961.0874297519,-2299.81628208245,7753.82647263118,2299.81628208245
3317,0.93,1,0.94,left_plus_right,2,slight,15000,-15000,0.00104322222549417,4.63889531488878e-05,0.00104387618949386,419388.332022061,18074.3426502795,23138.0428520657,-23138.0428520657,1887.75368207037,5675.36817972529,-1887.75368207037
3318,0.93,1,0.94,left_plus_right,2,slight,15000,-20000,0.00104563777934295,6.02754832507014e-05,0.00104687278436743,548554.672902536,20163.4154850245,27314.9982743794,-27314.9982743795,6075.32364622319,3596.90988681941,-6075.32364622319
3319,0.93,1,0.94,left_plus_right,2,slight,20000,-10000,0.00138613185962799,3.40788773282234e-05,0.00138629822909193,300851.760935132,19920.9778642161,22496.8129581267,-22496.8129581267,-5858.13501887848,11724.0741587788,5858.13501887848
3320,0.93,1,0.94,left_plus_right,2,slight,20000,-15000,0.00138854741347677,4.79654074300369e-05,0.00138899777165254,430018.101815607,22010.0506989611,26673.7683804405,-26673.7683804405,-1670.56505472567,9645.61586587294,1670.56505472566
3321,0.93,1,0.94,left_plus_right,2,slight,20000,-20000,0.00139096296732556,6.18519375318505e-05,0.00139183491932514,559184.442696081,24099.123533706,30850.7238027542,-30850.7238027542,2517.00490942716,7567.15757296706,-2517.00490942716
3322,0.93,1,0.94,left_plus_right,2,slight,25000,-10000,0.0017314570476106,3.56553316093725e-05,0.00173157140385071,311481.530728678,23856.6859128977,26032.5384865015,-26032.5384865015,-9416.45375567451,15694.3218449265,9416.45375567451
3323,0.93,1,0.94,left_plus_right,2,slight,25000,-15000,0.00173387260145938,4.9541861711186e-05,0.00173420185147113,440647.871609152,25945.7587476426,30209.4939088153,-30209.4939088153,-5228.88379152169,13615.8635520206,5228.88379152169
3324,0.93,1,0.94,left_plus_right,2,slight,25000,-20000,0.00173628815530816,6.34283918129995e-05,0.00173694277395171,569814.212489627,28034.8315823876,34386.4493311291,-34386.449331129,-1041.31382736887,11537.4052591147,1041.31382736886
3325,0.93,1,0.93,left_plus_right,2,slight,10000,-10000,0.000696192155120581,3.09316077257901e-05,0.000696627487010212,279626.250653742,12058.309540991,15434.0158876864,-15434.0158876864,1241.78112163118,3749.45569295386,-1241.78112163117
3326,0.93,1,0.93,left_plus_right,2,slight,10000,-15000,0.000697348851919533,4.48204966146789e-05,0.000698411526154608,408795.199906071,14135.5230030003,19602.9651400158,-19602.9651400158,5410.73037396057,1672.24223094458,-5410.73037396057
3327,0.93,1,0.93,left_plus_right,2,slight,10000,-20000,0.000698505548718485,5.87093855035678e-05,0.000700468373616654,537964.1491584,16212.7364650095,23771.9143923452,-23771.9143923452,9579.67962628998,-404.971231064697,-9579.67962628997
3328,0.93,1,0.93,left_plus_right,2,slight,15000,-10000,0.00104313153588192,3.25085226997962e-05,0.00104338610632633,290270.426728283,16010.2508494772,18982.0745792002,-18982.0745792002,-2306.27756988263,7701.39700144007,2306.27756988264
3329,0.93,1,0.93,left_plus_right,2,slight,15000,-15000,0.00104428823268087,4.63974115886851e-05,0.00104494123051532,419439.375980612,18087.4643114865,23151.0238315296,-23151.0238315296,1862.67168244676,5624.1835394308,-1862.67168244676
3330,0.93,1,0.93,left_plus_right,2,slight,15000,-20000,0.00104544492947982,6.0286300477574e-05,0.00104667963673275,548608.325232942,20164.6777734958,27319.973083859,-27319.973083859,6031.62093477618,3546.97007742151,-6031.62093477616
3331,0.93,1,0.93,left_plus_right,2,slight,20000,-10000,0.00139007091664326,3.40854376738023e-05,0.00139023671339067,300914.602802825,19962.1921579634,22530.133270714,-22530.133270714,-5854.33626139644,11653.3383099263,5854.33626139645
3332,0.93,1,0.93,left_plus_right,2,slight,20000,-15000,0.00139122761344221,4.79743265626912e-05,0.00139167687764219,430083.552055154,22039.4056199727,26699.0825230434,-26699.0825230434,-1685.38700906704,9576.124847917,1685.38700906705
3333,0.93,1,0.93,left_plus_right,2,slight,20000,-20000,0.00139238431024116,6.18632154515801e-05,0.00139325497402042,559252.501307483,24116.619081982,30868.0317753728,-30868.0317753728,2483.56224326236,7498.91138590772,-2483.56224326235
3334,0.93,1,0.93,left_plus_right,2,slight,25000,-10000,0.0017370102974046,3.56623526478085e-05,0.00173712420765227,311558.778877366,23914.1334664496,26078.1919622279,-26078.1919622278,-9402.39495291025,15605.2796184125,9402.39495291026
3335,0.93,1,0.93,left_plus_right,2,slight,25000,-15000,0.00173816699420355,4.95512415366974e-05,0.00173849524861725,440727.728129695,25991.3469284589,30247.1412145572,-30247.1412145572,-5233.44570058087,13528.0661564032,5233.44570058086
